dataset,network,model,training_network,evaluation_network,seed,graph_seed,opt_out,step,unfairness,retention_s0,retention_s1,retention_disparity,approval_rate_difference,average_retention_disparity
Variant II,Base (80/20),LCF-full,Base (80/20),Base (80/20),99,99,True,5,0.0081007744073867682,99.599999999999994,84.200000000000003,15.399999999999991,0.23752969121140222,14.299999999999994
Variant II,Base (80/20),LCF-full,Base (80/20),Base (80/20),99,99,False,5,0.0010720306634902643,100,100,0,1.4000000000000012,0
Variant II,Base (80/20),LCF-active,Base (80/20),Base (80/20),99,99,True,5,0.0080971825122833074,99.599999999999994,84.200000000000003,15.399999999999991,0.23752969121140222,14.299999999999994
Variant II,Base (80/20),LCF-active,Base (80/20),Base (80/20),99,99,False,5,0.0010640290975570954,100,100,0,1.4000000000000012,0
Variant II,Base (80/20),EO,Base (80/20),Base (80/20),99,99,True,5,0.002811884920391361,45.399999999999999,45,0.39999999999999858,-2.7978463044542323,2.8499999999999979
Variant II,Base (80/20),EO,Base (80/20),Base (80/20),99,99,False,5,0.00045758545559826391,100,100,0,-4.7999999999999936,0
Variant II,Base (80/20),DP,Base (80/20),Base (80/20),99,99,True,5,0.0010383780757615146,51.399999999999999,51.800000000000004,0.40000000000000568,-4.8795877589651866,1.8000000000000007
Variant II,Base (80/20),DP,Base (80/20),Base (80/20),99,99,False,5,0.00083771306288782377,100,100,0,-4.1999999999999922,0
Variant II,Erdős–Rényi,Baseline,Erdős–Rényi,Erdős–Rényi,2026,2026,True,5,0.0069463886522522778,100,99.400000000000006,0.59999999999999432,0.6072434607645838,0.35000000000000142
Variant II,Erdős–Rényi,Baseline,Erdős–Rényi,Erdős–Rényi,2026,2026,False,5,0.0009871361874264073,100,100,0,0.60000000000000053,0
Variant II,Erdős–Rényi,LCF-full,Erdős–Rényi,Erdős–Rényi,2026,2026,True,5,0.0061065214872360052,100,87.400000000000006,12.599999999999994,0.68649885583523806,10.749999999999996
Variant II,Erdős–Rényi,LCF-full,Erdős–Rényi,Erdős–Rényi,2026,2026,False,5,0.00011772406101229205,100,100,0,1.2000000000000011,0
Variant II,Erdős–Rényi,LCF-active,Erdős–Rényi,Erdős–Rényi,2026,2026,True,5,0.0061028485298156854,100,87.400000000000006,12.599999999999994,0.68649885583523806,10.749999999999996
Variant II,Erdős–Rényi,LCF-active,Erdős–Rényi,Erdős–Rényi,2026,2026,False,5,0.00011358106136316604,100,100,0,1.2000000000000011,0
Variant II,Erdős–Rényi,EO,Erdős–Rényi,Erdős–Rényi,2026,2026,True,5,0.0050596580713286321,46.800000000000004,47.599999999999994,0.79999999999999005,-9.4555771026359263,3.5499999999999918
Variant II,Erdős–Rényi,EO,Erdős–Rényi,Erdős–Rényi,2026,2026,False,5,0.00045559401663530785,100,100,0,-6.399999999999995,0
Variant II,Erdős–Rényi,DP,Erdős–Rényi,Erdős–Rényi,2026,2026,True,5,0.0060767799416173718,52.600000000000001,51.800000000000004,0.79999999999999716,-8.7672680828574379,1.1500000000000004
Variant II,Erdős–Rényi,DP,Erdős–Rényi,Erdős–Rényi,2026,2026,False,5,0.00083426303375544464,100,100,0,-5.3999999999999932,0
Variant II,Erdős–Rényi,Baseline,Erdős–Rényi,Erdős–Rényi,7,7,True,5,0.0049853543573450398,100,97.399999999999991,2.6000000000000085,1.6587268993839777,1.600000000000005
Variant II,Erdős–Rényi,Baseline,Erdős–Rényi,Erdős–Rényi,7,7,False,5,0.0010141636874909654,100,100,0,1.6000000000000014,0
Variant II,Erdős–Rényi,LCF-full,Erdős–Rényi,Erdős–Rényi,7,7,True,5,0.016123169422149752,100,85.200000000000003,14.799999999999997,0.93896713615023719,12.399999999999999
Variant II,Erdős–Rényi,LCF-full,Erdős–Rényi,Erdős–Rényi,7,7,False,5,0.00014235961437225608,100,100,0,3.0000000000000027,0
Variant II,Erdős–Rényi,LCF-active,Erdős–Rényi,Erdős–Rényi,7,7,True,5,0.016118828535079954,100,85.399999999999991,14.600000000000009,0.93676814988290502,12.25
Variant II,Erdős–Rényi,LCF-active,Erdős–Rényi,Erdős–Rényi,7,7,False,5,0.00013730597496031116,100,100,0,3.0000000000000027,0
Variant II,Erdős–Rényi,EO,Erdős–Rényi,Erdős–Rényi,7,7,True,5,0.030391328759750647,45,49.600000000000001,4.6000000000000014,4.4139784946236604,4.5499999999999989
Variant II,Erdős–Rényi,EO,Erdős–Rényi,Erdős–Rényi,7,7,False,5,0.00045558935521250454,100,100,0,3.400000000000003,0
Variant II,Erdős–Rényi,DP,Erdős–Rényi,Erdős–Rényi,7,7,True,5,0.015108295442298192,51.200000000000003,54.400000000000006,3.2000000000000028,1.9301470588235281,3.550000000000006
Variant II,Erdős–Rényi,DP,Erdős–Rényi,Erdős–Rényi,7,7,False,5,0.00083421277459994059,100,100,0,2.399999999999991,0
Variant II,Erdős–Rényi,Baseline,Erdős–Rényi,Erdős–Rényi,13,13,True,5,0.00099605742385888707,100,100,0,0.80000000000000071,0
Variant II,Erdős–Rényi,Baseline,Erdős–Rényi,Erdős–Rényi,13,13,False,5,0.00099605742385888707,100,100,0,0.80000000000000071,0
Variant II,Erdős–Rényi,LCF-full,Erdős–Rényi,Erdős–Rényi,13,13,True,5,0.0038160020112991688,99.599999999999994,86.200000000000003,13.399999999999991,0.69605568445475496,11.949999999999996
Variant II,Erdős–Rényi,LCF-full,Erdős–Rényi,Erdős–Rényi,13,13,False,5,0.00017958271503448753,100,100,0,2.4000000000000021,0
Variant II,Erdős–Rényi,LCF-active,Erdős–Rényi,Erdős–Rényi,13,13,True,5,0.0038299882411956254,99.599999999999994,86.400000000000006,13.199999999999989,0.69444444444444198,11.799999999999994
Variant II,Erdős–Rényi,LCF-active,Erdős–Rényi,Erdős–Rényi,13,13,False,5,0.00016576182842253928,100,100,0,2.4000000000000021,0
Variant II,Erdős–Rényi,EO,Erdős–Rényi,Erdős–Rényi,13,13,True,5,0.014808133980757143,44.399999999999999,42.399999999999999,2,-9.4722080571137184,1.5
Variant II,Erdős–Rényi,EO,Erdős–Rényi,Erdős–Rényi,13,13,False,5,0.00045561711836350494,100,100,0,-3.8000000000000034,0
Variant II,Erdős–Rényi,DP,Erdős–Rényi,Erdős–Rényi,13,13,True,5,0.028559404238884589,52.200000000000003,48.600000000000001,3.6000000000000014,-8.0885483184333751,2.6500000000000021
Variant II,Erdős–Rényi,DP,Erdős–Rényi,Erdős–Rényi,13,13,False,5,0.00083445478995969324,100,100,0,-4.3999999999999932,0
Variant II,Erdős–Rényi,Baseline,Erdős–Rényi,Erdős–Rényi,42,42,True,5,0.0049799459736741269,100,99.599999999999994,0.40000000000000568,0.60240963855421326,0.30000000000000426
Variant II,Erdős–Rényi,Baseline,Erdős–Rényi,Erdős–Rényi,42,42,False,5,0.0010091108831119522,100,100,0,0.60000000000000053,0
Variant II,Erdős–Rényi,LCF-full,Erdős–Rényi,Erdős–Rényi,42,42,True,5,0.00016557216644286221,100,91.200000000000003,8.7999999999999972,0.21929824561403022,7.6499999999999986
Variant II,Erdős–Rényi,LCF-full,Erdős–Rényi,Erdős–Rényi,42,42,False,5,0.00016557216644286221,100,100,0,1.6000000000000014,0
Variant II,Erdős–Rényi,LCF-active,Erdős–Rényi,Erdős–Rényi,42,42,True,5,0.00015964698791504084,100,91.200000000000003,8.7999999999999972,0.21929824561403022,7.6499999999999986
Variant II,Erdős–Rényi,LCF-active,Erdős–Rényi,Erdős–Rényi,42,42,False,5,0.00015964698791504084,100,100,0,1.6000000000000014,0
Variant II,Erdős–Rényi,EO,Erdős–Rényi,Erdős–Rényi,42,42,True,5,0.021094403451079324,45,49.200000000000003,4.2000000000000028,6.5907859078590754,4.0499999999999954
Variant II,Erdős–Rényi,EO,Erdős–Rényi,Erdős–Rényi,42,42,False,5,0.00045547835143544546,100,100,0,1.7999999999999905,0
Variant II,Erdős–Rényi,DP,Erdős–Rényi,Erdős–Rényi,42,42,True,5,0.026224352842646903,51,55.400000000000006,4.4000000000000057,9.0550010617965633,3.8500000000000068
Variant II,Erdős–Rényi,DP,Erdős–Rényi,Erdős–Rényi,42,42,False,5,0.00083364029626975533,100,100,0,1.8000000000000016,0
Variant II,Erdős–Rényi,Baseline,Erdős–Rényi,Erdős–Rényi,99,99,True,5,0.0069702295196200081,100,99,1,-0.39393939393939092,0.69999999999999929
Variant II,Erdős–Rényi,Baseline,Erdős–Rényi,Erdős–Rényi,99,99,False,5,0.0010189061602808858,100,100,0,-0.40000000000000036,0
Variant II,Erdős–Rényi,LCF-full,Erdős–Rényi,Erdős–Rényi,99,99,True,5,0.014111433863639888,100,86.400000000000006,13.599999999999994,0.23148148148147696,12.5
Variant II,Erdős–Rényi,LCF-full,Erdős–Rényi,Erdős–Rényi,99,99,False,5,0.0010721582174301192,100,100,0,1.4000000000000012,0
Variant II,Erdős–Rényi,LCF-active,Erdős–Rényi,Erdős–Rényi,99,99,True,5,0.014106769800186103,100,86.400000000000006,13.599999999999994,0,12.5
Variant II,Erdős–Rényi,LCF-active,Erdős–Rényi,Erdős–Rényi,99,99,False,5,0.0010668042898177577,100,100,0,1.2000000000000011,0
Variant II,Erdős–Rényi,EO,Erdős–Rényi,Erdős–Rényi,99,99,True,5,0.022781895955920117,47.399999999999999,44,3.3999999999999986,-5.2800153433064771,5.2999999999999936
Variant II,Erdős–Rényi,EO,Erdős–Rényi,Erdős–Rényi,99,99,False,5,0.00045574660711655834,100,100,0,-4.7999999999999936,0
Variant II,Erdős–Rényi,DP,Erdős–Rényi,Erdős–Rényi,99,99,True,5,0.0051849867593648513,50.600000000000001,52.600000000000001,2,-5.8101263920407593,4.100000000000005
Variant II,Erdős–Rényi,DP,Erdős–Rényi,Erdős–Rényi,99,99,False,5,0.00083438652203338126,100,100,0,-4.1999999999999922,0
Variant II,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,2026,2026,True,5,0.0049394460224796433,100,99,1,0.61212121212120829,0.54999999999999716
Variant II,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,2026,2026,False,5,0.00098652145881661379,100,100,0,0.60000000000000053,0
Variant II,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,2026,2026,True,5,0.0021093090772629219,100,88.599999999999994,11.400000000000006,0.22573363431150906,10.150000000000002
Variant II,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,2026,2026,False,5,0.00011812674999245321,100,100,0,1.2000000000000011,0
Variant II,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,2026,2026,True,5,0.0021046313047409226,100,88.599999999999994,11.400000000000006,0.22573363431150906,10.150000000000002
Variant II,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,2026,2026,False,5,0.0001129809617996802,100,100,0,1.2000000000000011,0
Variant II,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,2026,2026,True,5,0.006377854375748726,44.800000000000004,45.800000000000004,1,-10.493995633187769,2.899999999999995
Variant II,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,2026,2026,False,5,0.00045547022055769659,100,100,0,-6.399999999999995,0
Variant II,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,2026,2026,True,5,0.017355390186707453,52.600000000000001,50.200000000000003,2.3999999999999986,-12.235468771302616,2.6000000000000032
Variant II,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,2026,2026,False,5,0.00083403765048761791,100,100,0,-5.3999999999999932,0
Variant II,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,7,7,True,5,0.0010134042432140555,100,99.799999999999997,0.20000000000000284,1.6044088176352722,0.050000000000000711
Variant II,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,7,7,False,5,0.0010134042432140555,100,100,0,1.6000000000000014,0
Variant II,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,7,7,True,5,0.0061264871358871487,100,87.400000000000006,12.599999999999994,0.91533180778031742,10.899999999999995
Variant II,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,7,7,False,5,0.00014278709888460028,100,100,0,3.0000000000000027,0
Variant II,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,7,7,True,5,0.0061211146116256776,100,87.400000000000006,12.599999999999994,0.91533180778031742,10.899999999999995
Variant II,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,7,7,False,5,0.0001366636753082906,100,100,0,3.0000000000000027,0
Variant II,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,7,7,True,5,0.015684412444339046,42.399999999999999,44.800000000000004,2.4000000000000057,5.9720350404312672,3.0500000000000007
Variant II,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,7,7,False,5,0.00045546557667963672,100,100,0,3.400000000000003,0
Variant II,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,7,7,True,5,0.0065637707645852528,48.600000000000001,49.399999999999999,0.79999999999999716,6.4227520367871165,1.7000000000000011
Variant II,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,7,7,False,5,0.00083398757354447017,100,100,0,2.399999999999991,0
Variant II,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,13,13,True,5,0.0009954002087957381,100,99.599999999999994,0.40000000000000568,0.80401606425702932,0.30000000000000426
Variant II,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,13,13,False,5,0.0009954002087957381,100,100,0,0.80000000000000071,0
Variant II,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,13,13,True,5,0.0018191562891005653,99.799999999999997,86.400000000000006,13.399999999999991,0.69444444444444198,11.549999999999994
Variant II,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,13,13,False,5,0.00018009674549102073,100,100,0,2.4000000000000021,0
Variant II,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,13,13,True,5,0.0018343136310577934,99.799999999999997,86.799999999999997,13,0.69124423963133896,11.349999999999994
Variant II,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,13,13,False,5,0.00016497993469233307,100,100,0,2.4000000000000021,0
Variant II,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,13,13,True,5,0.017031550814594953,43.200000000000003,45.800000000000004,2.6000000000000014,-8.3474850396247806,3.8499999999999961
Variant II,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,13,13,False,5,0.00045549323576865586,100,100,0,-3.8000000000000034,0
Variant II,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,13,13,True,5,0.0017839811453024823,49.799999999999997,49.799999999999997,0,-4.8192771084337283,0.90000000000000036
Variant II,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,13,13,False,5,0.00083422869792026955,100,100,0,-4.3999999999999932,0
Variant II,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,42,42,True,5,0.0010084707563161599,100,100,0,0.60000000000000053,0
Variant II,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,42,42,False,5,0.0010084707563161599,100,100,0,0.60000000000000053,0
Variant II,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,42,42,True,5,0.00016603744029997092,100,89.200000000000003,10.799999999999997,0.22421524663677195,9.3499999999999979
Variant II,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,42,42,False,5,0.00016603744029997092,100,100,0,1.6000000000000014,0
Variant II,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,42,42,True,5,0.00015895020961764761,100,89.200000000000003,10.799999999999997,0.22421524663677195,9.3499999999999979
Variant II,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,42,42,False,5,0.00015895020961764761,100,100,0,1.6000000000000014,0
Variant II,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,42,42,True,5,0.011805272580911741,46.800000000000004,49.200000000000003,2.3999999999999986,8.8701271628100926,4.0499999999999972
Variant II,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,42,42,False,5,0.00045535498894477833,100,100,0,1.7999999999999905,0
Variant II,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,42,42,True,5,0.041653021104957555,52.200000000000003,59.399999999999999,7.1999999999999957,6.6411238825031855,6.5000000000000018
Variant II,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,42,42,False,5,0.00083341720107554806,100,100,0,1.8000000000000016,0
Variant II,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,99,99,True,5,0.0049914270682317463,100,99.200000000000003,0.79999999999999716,-0.39516129032257652,0.30000000000000071
Variant II,Watts–Strogatz,Baseline,Watts–Strogatz,Watts–Strogatz,99,99,False,5,0.0010182550087356468,100,100,0,-0.40000000000000036,0
Variant II,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,99,99,True,5,0.0061221511363983572,99.599999999999994,87.799999999999997,11.799999999999997,0.2277904328018221,10.899999999999995
Variant II,Watts–Strogatz,LCF-full,Watts–Strogatz,Watts–Strogatz,99,99,False,5,0.0010717068910598426,100,100,0,1.4000000000000012,0
Variant II,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,99,99,True,5,0.0061159777641296431,99.599999999999994,87.799999999999997,11.799999999999997,0.2277904328018221,10.899999999999995
Variant II,Watts–Strogatz,LCF-active,Watts–Strogatz,Watts–Strogatz,99,99,False,5,0.0010667392015456523,100,100,0,1.4000000000000012,0
Variant II,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,99,99,True,5,0.0068982843905154856,48,47,1,-1.8085106382978666,4.0999999999999943
Variant II,Watts–Strogatz,EO,Watts–Strogatz,Watts–Strogatz,99,99,False,5,0.00045562223908535149,100,100,0,-4.7999999999999936,0
Variant II,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,99,99,True,5,0.012161491408520686,52.200000000000003,53.800000000000004,1.6000000000000014,-2.0268056801834522,3.1999999999999975
Variant II,Watts–Strogatz,DP,Watts–Strogatz,Watts–Strogatz,99,99,False,5,0.0008341606865995832,100,100,0,-4.1999999999999922,0
